ts,queue_len
1770589119.2636263,1
1770589119.2636895,0
1770589119.8054278,1
1770589119.8055472,0
1770589119.8264427,0
1770589120.544592,1
1770589120.54464,0
1770589121.0970323,1
1770589121.097088,0
1770589121.6408472,1
1770589121.660512,1
1770589122.2724621,2
1770589122.2926607,2
1770589122.8129432,1
1770589123.2865262,2
1770589123.3763828,1
1770589123.8347495,2
1770589123.8557825,2
1770589124.4359586,1
1770589124.778457,2
1770589125.3401089,3
1770589125.885769,4
1770589125.9072998,4
1770589126.3403053,3
1770589126.7685876,4
1770589126.789509,4
1770589127.5137126,3
1770589127.7601314,4
1770589127.9479306,3
1770589128.2988756,2
1770589128.312946,3
1770589128.3336277,3
1770589128.4723394,2
1770589129.2734766,3
1770589129.2944186,3
1770589130.1811998,2
1770589130.2695928,3
1770589130.8216162,4
1770589130.9300702,3
1770589130.9310641,2
1770589131.387199,3
1770589131.4078758,3
1770589131.7354035,3
1770589132.1120327,2
1770589132.2346652,2
1770589132.7336457,2
1770589133.405018,1
1770589133.547599,2
1770589133.567913,2
1770589133.733514,2
1770589133.8282454,1
1770589134.3352711,0
1770589134.7776258,1
1770589134.7993283,1
1770589135.7669306,2
1770589135.7866855,2
1770589136.2339435,2
1770589136.3790915,1
1770589136.7334604,1
1770589136.763029,0
1770589137.7742233,1
1770589137.7743366,0
1770589137.7955182,0
1770589138.7593753,1
1770589138.7594674,0
1770589138.779961,0
1770589139.5331538,1
1770589139.5331995,0
1770589140.0844002,1
1770589140.0844667,0
1770589140.6297722,1
1770589140.65068,1
1770589141.2766447,2
1770589141.2968822,2
1770589141.9665153,1
1770589142.263,2
1770589142.284953,2
1770589142.9027011,1
1770589143.2905672,2
1770589143.3107576,2
1770589143.441815,1
1770589143.4705274,0
1770589144.0517685,1
1770589144.6005807,2
1770589144.6204495,2
1770589145.2732692,3
1770589145.29396,3
1770589145.357644,2
1770589146.281175,3
1770589146.3016899,3
1770589147.2524655,2
1770589147.2787318,3
1770589147.843179,4
1770589147.8646402,4
1770589148.4503074,3
1770589148.7656407,4
1770589148.7875912,4
1770589148.8649292,3
1770589148.8904102,2
1770589149.2343068,2
1770589149.7338078,2
1770589150.2338905,2
1770589151.2661214,3
1770589151.2875276,3
1770589151.7341151,3
1770589151.8436801,2
1770589152.2330804,2
1770589152.7288675,1
1770589152.8237202,0
1770589153.062404,1
1770589153.2028594,0
1770589153.6190784,1
1770589153.6406844,1
1770589153.7345047,1
1770589154.2344105,1
1770589155.293065,2
1770589155.3151112,2
1770589155.5942712,1
1770589156.2803924,2
1770589156.5890186,1
1770589156.8327959,2
1770589156.993524,1
1770589157.3812819,2
1770589157.4022958,2
1770589157.5350926,1
1770589158.2683973,2
1770589158.819248,3
1770589158.921964,2
1770589158.982642,1
1770589159.3836322,2
1770589159.4035847,2
1770589160.2606697,3
1770589160.2813828,3
1770589160.4807293,2
1770589161.1268315,1
1770589161.268485,2
1770589161.2887402,2
1770589161.3921924,1
1770589162.2651556,2
1770589162.5476542,1
1770589162.5995274,2
1770589162.6195018,2
1770589162.7332768,2
1770589162.857214,1
1770589163.7754288,2
1770589164.284231,1
1770589164.3894854,2
1770589164.410304,2
1770589164.734663,2
1770589164.824195,1
1770589165.7765017,0
1770589165.7798295,1
1770589166.0878885,0
1770589166.3394322,1
1770589166.8836737,2
1770589166.9043603,2
1770589167.7649934,3
1770589167.7858908,3
1770589168.7535634,2
1770589168.7667208,3
1770589168.7873836,3
1770589169.6586273,2
1770589169.76669,3
1770589169.780781,2
1770589170.3219917,3
1770589170.3436322,3
1770589170.4979737,2
1770589170.7337558,2
1770589171.1358576,1
1770589171.7694943,2
1770589172.0946963,3
1770589172.1156442,3
1770589172.7632697,4
1770589173.3127983,5
1770589173.3332822,5
1770589173.611583,4
1770589174.2730517,5
1770589174.812963,4
1770589174.8283446,5
1770589174.8484237,5
1770589175.2332733,5
1770589176.2684135,6
1770589176.8356597,7
1770589176.8566434,7
1770589177.7643344,8
1770589178.3166482,9
1770589178.887739,10
1770589178.8878024,9
1770589178.8878295,8
1770589178.9073112,8
1770589179.2339997,8
1770589179.734531,8
1770589180.2337675,8
1770589180.7334557,8
1770589180.9326937,7
1770589181.67288,6
1770589181.7812936,7
1770589181.8012977,7
1770589182.2340093,7
1770589183.243547,6
1770589183.2767453,7
1770589183.6174722,8
1770589183.6385703,8
1770589184.0413735,7
1770589184.293167,8
1770589184.8479927,9
1770589185.4106581,10
1770589185.4314775,10
1770589185.7341032,10
1770589186.4320302,9
1770589186.4321747,8
1770589186.432232,7
1770589186.7817483,8
1770589186.803169,8
1770589187.234374,8
1770589187.7343,8
1770589188.7866812,9
1770589189.2229805,8
1770589189.3582184,9
1770589189.379916,9
1770589190.2357886,8
1770589190.278119,9
1770589190.3686404,8
1770589190.8485224,9
1770589190.8683472,9
1770589191.2332542,9
1770589191.6874568,8
1770589191.802265,7
1770589192.2741942,8
1770589192.8308074,9
1770589192.8426883,8
1770589192.8513012,8
1770589193.7769067,9
1770589193.7974963,9
1770589194.2331264,9
1770589195.266921,8
1770589195.28178,9
1770589195.8458886,10
1770589195.8665104,10
1770589196.3075922,9
1770589196.7708395,10
1770589196.7914624,10
1770589196.8278756,9
1770589196.968763,8
1770589197.5467665,9
1770589197.5662339,9
1770589197.7337825,9
1770589198.2351394,9
1770589198.5152986,8
1770589198.733978,8
1770589199.2338762,8
1770589199.2772548,7
1770589199.732713,7
1770589200.2335544,7
1770589200.6835608,6
1770589200.733328,6
1770589201.1977742,5
1770589201.2335105,5
1770589201.4639766,4
1770589202.2685983,5
1770589202.290083,5
1770589202.7339213,5
1770589203.2335854,5
1770589203.6953092,4
1770589204.0490522,3
1770589204.2831142,4
1770589204.3032737,4
1770589204.3779685,3
1770589204.7333412,3
1770589204.9575543,2
1770589205.2328699,2
1770589205.7344935,2
1770589206.3769095,1
1770589206.9026005,2
1770589207.601904,3
1770589208.0194998,2
1770589208.1665459,3
1770589208.1875856,3
1770589208.2330914,3
1770589208.5582833,2
1770589208.7332163,2
1770589208.8441908,1
1770589208.9593654,0
1770589209.9711714,1
1770589210.7705297,2
1770589210.7872798,2
1770589211.0991986,1
1770589211.2334292,1
1770589211.2632132,0
1770589212.2788966,1
1770589212.2996464,1
1770589212.965973,0
1770589213.277551,1
1770589213.2776968,0
1770589213.2965467,0
1770589214.5041335,1
1770589214.5042038,0
1770589214.5238137,0
1770589215.4884562,1
1770589215.4885707,0
1770589215.5085306,0
1770589215.733475,0
1770589216.774625,1
1770589216.7962832,1
1770589217.2333195,1
1770589217.8096042,0
1770589218.2812738,1
1770589218.2813332,0
1770589218.3015969,0
1770589218.7333064,0
1770589219.7690961,1
1770589219.7691648,0
1770589220.4774497,1
1770589220.4775796,0
1770589220.4976175,0
1770589220.7357047,0
1770589221.2342045,0
1770589221.733466,0
1770589222.5500963,1
1770589222.5503356,0
1770589222.5691483,0
1770589223.2799382,1
1770589223.2799926,0
1770589224.0803494,1
1770589224.0804453,0
1770589224.098924,0
1770589224.235089,0
1770589225.3405578,1
1770589225.3407006,0
1770589225.3613682,0
1770589225.7330105,0
1770589226.2333164,0
1770589226.7365184,0
1770589227.2344244,0
1770589228.2729125,1
1770589228.2729967,0
1770589228.2935352,0
1770589228.7332778,0
1770589229.2349873,0
1770589229.7337554,0
1770589230.2339044,0
1770589230.7334704,0
1770589231.2330625,0
1770589231.7328846,0
1770589232.2336571,0
1770589232.7338529,0
1770589233.233477,0
1770589233.7344573,0
1770589234.2343454,0
1770589234.7329798,0
1770589235.233344,0
1770589235.734328,0
1770589236.2335138,0
1770589236.7333086,0
1770589237.2334354,0
1770589237.7333755,0
1770589238.2338693,0
