ts,queue_len
1770590321.2484672,1
1770590321.2486784,0
1770590321.2696776,0
1770590322.2426538,1
1770590322.242803,0
1770590322.9026878,1
1770590322.9028678,0
1770590322.924473,0
1770590323.8302665,1
1770590323.8303587,0
1770590324.4678454,1
1770590324.4679594,0
1770590325.0979574,1
1770590325.119409,1
1770590325.3267872,0
1770590325.5292714,1
1770590326.089427,2
1770590326.1096246,2
1770590326.7571876,3
1770590327.323279,4
1770590327.4185917,3
1770590327.5877051,2
1770590327.6709082,3
1770590327.6913517,3
1770590327.6971993,2
1770590328.2936597,3
1770590328.3143609,3
1770590329.0343988,4
1770590329.0549421,4
1770590329.2082882,4
1770590330.2620127,5
1770590330.2836092,5
1770590330.2878919,4
1770590330.7078016,4
1770590331.208883,4
1770590331.640204,3
1770590331.704544,2
1770590332.2801814,3
1770590332.550149,2
1770590332.8491387,3
1770590332.8702903,3
1770590333.75284,4
1770590334.2529387,3
1770590334.3207037,4
1770590334.341307,4
1770590335.241843,3
1770590335.2607648,4
1770590335.281746,4
1770590335.8256996,3
1770590336.2652178,4
1770590336.4289918,3
1770590336.8455105,4
1770590337.4153206,5
1770590337.7570791,6
1770590337.7774909,6
1770590338.366247,5
1770590338.749439,6
1770590338.8434658,5
1770590339.3209794,6
1770590339.8808396,7
1770590340.1150215,6
1770590340.1952176,5
1770590340.2290916,6
1770590340.7918634,7
1770590340.8123834,7
1770590341.2083473,7
1770590341.3389697,6
1770590342.2539456,7
1770590342.2751207,7
1770590342.780566,6
1770590343.2598686,7
1770590343.8256943,8
1770590343.8468575,8
1770590344.7464879,9
1770590344.7663703,9
1770590345.0887034,8
1770590345.338873,7
1770590345.4756117,6
1770590345.7671201,7
1770590345.7874408,7
1770590346.4650369,6
1770590346.7612996,7
1770590347.3165946,8
1770590347.3379996,8
1770590348.2666614,9
1770590348.2869782,9
1770590348.5973217,8
1770590348.785718,7
1770590349.2688987,8
1770590349.2892594,8
1770590350.1056716,7
1770590350.2479537,8
1770590350.612276,7
1770590350.8288195,8
1770590351.4140542,9
1770590351.9706652,10
1770590351.991051,10
1770590352.7445889,11
1770590353.084475,12
1770590353.181559,11
1770590353.2913625,10
1770590353.6642594,11
1770590353.6849551,11
1770590353.7078927,11
1770590354.2871618,10
1770590354.5845845,9
1770590354.7699528,10
1770590355.3219092,11
1770590355.3425531,11
1770590356.0876257,10
1770590356.2581134,11
1770590356.27873,11
1770590356.7080638,11
1770590356.7630398,10
1770590357.406634,9
1770590357.7427962,10
1770590357.7633374,10
1770590357.7671292,9
1770590358.2074506,9
1770590359.2605999,10
1770590359.545641,9
1770590359.8650937,10
1770590360.5083766,11
1770590360.5285566,11
1770590360.7877107,10
1770590360.9352453,9
1770590361.0355604,10
1770590361.5995717,11
1770590361.6208754,11
1770590361.7080705,11
1770590361.9595368,10
1770590362.760088,11
1770590362.7822282,11
1770590363.7499273,12
1770590363.7700458,12
1770590364.2082942,12
1770590364.2846484,11
1770590364.3420324,10
1770590364.4073794,9
1770590364.7836225,8
1770590365.2518578,9
1770590365.5892632,10
1770590365.6101332,10
1770590366.2534359,11
1770590366.2740169,11
1770590367.2557821,12
1770590367.8152492,13
1770590367.8358905,13
1770590368.5996485,12
1770590368.6494606,11
1770590368.7555912,12
1770590368.7759447,12
1770590369.7511692,13
