ts,queue_len
1770590369.771316,13
1770590369.819651,12
1770590370.2075315,12
1770590370.2818785,11
1770590371.3169987,12
1770590371.3371222,12
1770590372.2757397,13
1770590372.295813,13
1770590372.3785253,12
1770590373.099729,11
1770590373.286662,12
1770590373.307316,12
1770590373.603886,11
1770590374.2736576,12
1770590374.8576393,13
1770590375.076478,12
1770590375.4527183,13
1770590376.0367084,14
1770590376.0578911,14
1770590376.7579818,15
1770590376.7791796,15
1770590377.7707071,16
1770590377.7917752,16
1770590378.7788467,17
1770590378.882976,16
1770590378.985076,15
1770590379.3832557,16
1770590379.4046948,16
1770590380.0520842,17
1770590380.073714,17
1770590380.779061,18
1770590380.7791345,17
1770590380.7791731,16
1770590381.3561242,17
1770590381.3756745,17
1770590381.7080886,17
1770590382.7728918,18
1770590382.7927268,18
1770590383.766655,19
1770590384.1314442,20
1770590384.1515627,20
1770590384.330696,19
1770590384.7830482,20
1770590384.8047311,20
1770590385.778087,21
1770590385.798678,21
1770590386.0959,20
1770590386.530484,21
1770590386.5503476,21
1770590386.707983,21
1770590387.5582075,22
1770590387.580296,22
1770590387.7079906,22
1770590388.2095087,22
1770590388.708442,22
1770590389.6481686,21
1770590389.64824,20
1770590389.6483438,19
1770590389.7711086,20
1770590389.7915645,20
1770590390.209738,20
1770590390.7092247,20
1770590390.9296408,19
1770590391.7606676,20
1770590391.7815316,20
1770590392.0966134,19
1770590392.5701876,18
1770590392.6658633,17
1770590392.7678232,18
1770590392.788067,18
1770590393.758655,19
1770590394.1177058,20
1770590394.6895196,21
1770590394.709392,21
1770590395.2080424,21
1770590395.6386209,20
1770590395.697284,19
1770590396.2633667,20
1770590396.3875918,19
1770590396.8234372,20
1770590397.141233,19
1770590397.3867724,20
1770590397.9480066,21
1770590397.9681447,21
1770590398.3651588,20
1770590398.7614026,21
1770590398.7822912,21
1770590399.2086022,21
1770590399.298574,20
1770590399.7075438,20
1770590400.2084117,20
1770590400.709383,20
1770590400.758607,19
1770590401.1639407,18
1770590401.7447972,19
1770590402.3067806,20
1770590402.3269608,20
1770590402.5530283,19
1770590402.708109,19
1770590403.207349,19
1770590403.9058442,18
1770590404.0830178,17
1770590404.274746,18
1770590404.2900627,17
1770590404.6304197,18
1770590404.651473,18
1770590404.7083035,18
1770590405.7580395,19
1770590405.7786396,19
1770590406.5342755,20
1770590406.5554802,20
1770590407.0175467,19
1770590407.0299084,18
1770590407.5408506,19
1770590407.5608017,19
1770590407.7077415,19
1770590407.7858565,18
1770590408.7785287,19
1770590408.7959306,18
1770590408.7977922,18
1770590409.5436473,19
1770590409.5635319,19
1770590410.2973294,18
1770590410.3569179,19
1770590410.7846212,18
1770590410.8228855,17
1770590411.1035922,18
1770590411.4130197,17
1770590412.0714533,18
1770590412.894844,19
1770590412.9103813,19
1770590413.8899782,20
1770590413.9109933,20
1770590414.7685668,21
1770590414.7899992,21
1770590415.6359708,20
1770590415.7551644,19
1770590415.7704043,20
1770590415.9555118,19
1770590416.1123283,20
1770590416.1339543,20
1770590416.175771,19
1770590416.7710497,20
1770590417.3817348,21
1770590417.4007542,21
1770590417.7079105,21
1770590418.1301832,20
1770590418.2075665,20
1770590419.025257,21
1770590419.5147276,22
1770590419.5353055,22
1770590419.708424,22
1770590419.8683298,21
1770590420.0333233,20
1770590420.7565625,21
1770590420.7783196,21
1770590421.1771295,20
1770590421.5497665,21
1770590422.2197025,20
1770590422.3930593,21
1770590422.4107342,21
1770590423.3644052,22
1770590423.3831296,22
1770590423.5091777,21
1770590423.70927,21
1770590423.9664195,20
1770590424.761511,21
1770590424.7818966,21
1770590425.3510349,20
1770590425.6458416,19
1770590425.7285001,18
1770590425.777011,19
1770590425.796303,19
1770590426.2086086,19
1770590426.428037,18
1770590426.7077901,18
1770590427.208699,18
1770590427.7083957,18
1770590428.2081826,18
1770590429.1167085,17
1770590429.1326208,16
1770590429.2569113,17
1770590429.5575376,16
1770590429.9506807,15
1770590430.0568473,16
1770590430.078611,16
1770590430.2077572,16
1770590430.7089846,16
1770590431.2077963,16
1770590431.7083476,16
1770590432.2084117,16
1770590432.364322,15
1770590432.7078128,15
1770590432.9460633,14
1770590433.2094233,14
1770590433.42459,13
1770590433.6491616,12
1770590433.7073925,12
1770590434.2080472,12
1770590434.7086213,12
1770590435.105043,11
1770590435.2081642,11
1770590435.709414,11
1770590436.207745,11
1770590436.6405015,10
1770590436.707982,10
1770590437.2074902,10
1770590437.7085924,10
1770590438.14158,9
1770590438.2084525,9
1770590438.7074304,9
1770590439.102429,8
1770590439.1610312,7
1770590439.2078037,7
1770590439.2546065,6
1770590439.708254,6
1770590440.2082415,6
