ts,queue_len
1770589395.6854212,4
1770589396.3003824,3
1770589396.7403615,4
1770589396.7623887,4
1770589397.1854825,4
1770589397.9997785,5
1770589398.0203397,5
1770589398.6160536,4
1770589398.720102,5
1770589398.74009,5
1770589399.5938892,4
1770589399.7183828,5
1770589399.7389417,5
1770589400.7351134,6
1770589400.7351933,5
1770589400.7352197,4
1770589400.7553265,4
1770589401.4929323,5
1770589401.5134969,5
1770589401.6865358,5
1770589402.1858838,5
1770589402.7575371,4
1770589403.2292113,5
1770589403.2497978,5
1770589403.412589,4
1770589403.6861875,4
1770589404.0558584,3
1770589404.18652,3
1770589404.5283496,2
1770589405.2084343,3
1770589405.2299013,3
1770589406.1644542,2
1770589406.2172322,3
1770589406.5932665,2
1770589406.771457,3
1770589406.7916923,3
1770589407.156034,2
1770589407.1870162,2
1770589407.6864069,2
1770589408.724387,3
1770589408.745079,3
1770589408.7565172,2
1770589409.1630497,1
1770589409.1864812,1
1770589409.9978607,2
1770589410.0189364,2
1770589410.1854136,2
1770589410.4187934,1
1770589410.6863444,1
1770589411.7164953,2
1770589411.7374418,2
1770589411.9018602,1
1770589412.691564,0
1770589412.7233512,1
1770589412.7435424,1
1770589413.1366627,0
1770589413.5016248,1
1770589413.5223222,1
1770589413.6660461,0
1770589413.6856015,0
1770589414.715753,1
1770589414.736777,1
1770589415.1857836,1
1770589415.378534,0
1770589416.2247465,1
1770589416.2455132,1
1770589416.4612412,0
1770589416.6856165,0
1770589417.726853,1
1770589417.7269092,0
1770589418.2806983,1
1770589418.2807539,0
1770589418.3018835,0
1770589419.2237666,1
1770589419.2430072,1
1770589419.6861703,1
1770589420.18642,1
1770589420.195129,0
1770589420.6854153,0
1770589421.4955807,1
1770589421.4956338,0
1770589421.5167959,0
1770589422.4709294,1
1770589422.471005,0
1770589422.4915395,0
1770589423.4579222,1
1770589423.457998,0
1770589423.4778109,0
1770589423.6874714,0
1770589424.5073073,1
1770589424.7224889,0
1770589425.198842,1
1770589425.2166684,1
1770589425.6870563,1
1770589425.7821229,0
1770589426.1865513,0
1770589426.6861863,0
1770589427.7259104,1
1770589427.7260041,0
1770589427.7472315,0
1770589428.719615,1
1770589428.7196698,0
1770589428.741651,0
1770589429.5064437,1
1770589429.506555,0
1770589430.0769591,1
1770589430.0771093,0
1770589430.09838,0
1770589430.9559608,1
1770589430.9765413,1
1770589431.7256198,2
1770589431.7463577,2
1770589432.5822775,1
1770589432.7459984,2
1770589432.7662258,2
1770589432.8179357,1
1770589433.0003574,0
1770589433.1863945,0
1770589433.6877806,0
1770589434.1851418,0
1770589434.6853378,0
1770589435.1854312,0
1770589436.2327425,1
1770589436.232797,0
1770589436.2543201,0
1770589436.6853566,0
1770589437.7119458,1
1770589437.7120085,0
1770589437.7322989,0
1770589438.791686,1
1770589438.7919316,0
1770589438.8108954,0
1770589439.490305,1
1770589439.4903562,0
1770589439.51148,0
1770589440.4579842,1
1770589440.473667,1
1770589440.6850922,1
1770589441.1860077,1
1770589441.2710178,0
1770589441.6855175,0
1770589442.7167692,1
1770589442.7168872,0
1770589442.7371457,0
1770589443.1854978,0
1770589443.6853907,0
1770589444.1876204,0
1770589444.6860416,0
1770589445.1855898,0
1770589445.685327,0
1770589446.185509,0
1770589446.6865933,0
1770589447.1853685,0
1770589447.686514,0
1770589448.1912174,0
1770589448.6846993,0
1770589449.1857936,0
1770589449.6860068,0
1770589450.187274,0
1770589450.6859212,0
1770589451.1854298,0
1770589451.6857252,0
1770589452.1864965,0
1770589452.686273,0
