customer_jid,arrival_ts,start_service_ts,end_ts,teller_jid,wait_time,system_time
customer3224@localhost,1770589334.2262871,1770589334.2263088,1770589337.648522,teller3@localhost,2.1696090698242188e-05,3.4222347736358643
customer7530@localhost,1770589336.2244503,1770589336.2244725,1770589341.4952772,teller2@localhost,2.2172927856445312e-05,5.270826816558838
customer3564@localhost,1770589337.2062762,1770589337.2062933,1770589339.871956,teller1@localhost,1.71661376953125e-05,2.665679931640625
customer8509@localhost,1770589338.2240515,1770589338.2240694,1770589343.5087745,teller3@localhost,1.7881393432617188e-05,5.2847230434417725
customer6947@localhost,1770589338.767183,1770589338.7671998,1770589342.769483,teller4@localhost,1.6689300537109375e-05,4.002300024032593
customer5037@localhost,1770589339.7314427,1770589339.8720615,1770589344.0559301,teller1@localhost,0.14061880111694336,4.3244874477386475
customer9986@localhost,1770589340.28402,1770589341.495373,1770589344.4061768,teller2@localhost,1.211353063583374,4.122156858444214
customer5268@localhost,1770589340.6244547,1770589342.7695477,1770589347.525719,teller4@localhost,2.1450929641723633,6.901264190673828
customer3389@localhost,1770589341.729926,1770589343.5088916,1770589346.6244674,teller3@localhost,1.7789654731750488,4.894541263580322
customer9749@localhost,1770589343.2147162,1770589344.0560167,1770589348.3518307,teller1@localhost,0.8413004875183105,5.137114524841309
customer9479@localhost,1770589344.2225208,1770589344.4062915,1770589348.582811,teller2@localhost,0.18377065658569336,4.360290288925171
customer7389@localhost,1770589345.7288399,1770589346.6246097,1770589348.806242,teller3@localhost,0.8957698345184326,3.077402114868164
customer2479@localhost,1770589347.7178156,1770589347.7178338,1770589352.1782973,teller4@localhost,1.811981201171875e-05,4.460481643676758
customer7670@localhost,1770589348.7140698,1770589348.714088,1770589351.0186465,teller1@localhost,1.811981201171875e-05,2.3045766353607178
customer8576@localhost,1770589349.2667825,1770589349.2668009,1770589351.319727,teller3@localhost,1.8358230590820312e-05,2.0529444217681885
customer1295@localhost,1770589350.2189584,1770589350.2189763,1770589353.1271048,teller2@localhost,1.7881393432617188e-05,2.908146381378174
customer9846@localhost,1770589351.2224574,1770589351.2224782,1770589354.609086,teller1@localhost,2.0742416381835938e-05,3.3866286277770996
customer7976@localhost,1770589352.998058,1770589352.998078,1770589356.0670576,teller3@localhost,2.002716064453125e-05,3.0689995288848877
customer7407@localhost,1770589353.5435514,1770589353.5435708,1770589355.835893,teller2@localhost,1.9311904907226562e-05,2.292341470718384
customer2451@localhost,1770589354.0011468,1770589354.001167,1770589357.2957106,teller4@localhost,2.0265579223632812e-05,3.2945637702941895
customer9121@localhost,1770589355.2293909,1770589355.229408,1770589360.63285,teller1@localhost,1.71661376953125e-05,5.403459072113037
customer8980@localhost,1770589356.2327318,1770589356.232763,1770589359.4625416,teller3@localhost,3.123283386230469e-05,3.2298097610473633
customer1878@localhost,1770589357.2216036,1770589357.221628,1770589359.6372933,teller2@localhost,2.4318695068359375e-05,2.415689706802368
customer7126@localhost,1770589358.7347858,1770589358.7348056,1770589361.7184255,teller4@localhost,1.9788742065429688e-05,2.983639717102051
customer4447@localhost,1770589359.2984676,1770589359.4626017,1770589362.9132488,teller3@localhost,0.16413402557373047,3.614781141281128
customer2829@localhost,1770589360.2238593,1770589360.2238781,1770589364.887768,teller2@localhost,1.8835067749023438e-05,4.6639087200164795
customer5565@localhost,1770589360.7764447,1770589360.7764654,1770589366.1715767,teller1@localhost,2.0742416381835938e-05,5.395132064819336
customer8513@localhost,1770589361.7173557,1770589361.718633,1770589365.6240046,teller4@localhost,0.0012772083282470703,3.906648874282837
customer7548@localhost,1770589362.270368,1770589362.9132965,1770589366.7861397,teller3@localhost,0.6429283618927002,4.5157716274261475
customer9942@localhost,1770589363.0066483,1770589406.1644273,1770589409.16295,teller3@localhost,43.15777897834778,46.156301736831665
customer5305@localhost,1770589363.5759628,1770589413.666015,1770589416.4610488,teller3@localhost,50.090052127838135,52.88508605957031
customer7133@localhost,1770589364.1349905,1770589366.1716335,1770589371.2559228,teller1@localhost,2.0366430282592773,7.120932340621948
customer3937@localhost,1770589364.7128985,1770589366.786241,1770589370.308692,teller3@localhost,2.0733425617218018,5.5957934856414795
customer5621@localhost,1770589365.7268007,1770589369.1837804,1770589372.073115,teller2@localhost,3.456979751586914,6.346314430236816
customer8316@localhost,1770589367.2220664,1770589369.903537,1770589373.667451,teller4@localhost,2.6814706325531006,6.445384502410889
customer2587@localhost,1770589368.2079878,1770589370.308765,1770589373.9936962,teller3@localhost,2.1007771492004395,5.785708427429199
customer9591@localhost,1770589369.2126348,1770589371.2560496,1770589376.4835055,teller1@localhost,2.043414831161499,7.270870685577393
customer5541@localhost,1770589370.2138033,1770589372.0731707,1770589374.5139036,teller2@localhost,1.8593673706054688,4.300100326538086
customer6562@localhost,1770589370.7944915,1770589373.6675022,1770589377.5416012,teller4@localhost,2.8730106353759766,6.747109651565552
customer5264@localhost,1770589371.353538,1770589373.993787,1770589376.7152956,teller3@localhost,2.640249013900757,5.361757516860962
customer9032@localhost,1770589372.7151053,1770589374.5140257,1770589378.921575,teller2@localhost,1.7989203929901123,6.206469774246216
customer1126@localhost,1770589373.7186053,1770589376.4835691,1770589379.3983343,teller1@localhost,2.7649638652801514,5.679728984832764
customer2033@localhost,1770589374.2897463,1770589376.7154074,1770589381.5949845,teller3@localhost,2.425661087036133,7.305238246917725
customer9705@localhost,1770589375.2235408,1770589377.5417323,1770589380.311366,teller4@localhost,2.3181915283203125,5.087825298309326
customer4686@localhost,1770589377.7411063,1770589378.9217296,1770589382.40363,teller2@localhost,1.1806232929229736,4.6625237464904785
customer5879@localhost,1770589379.7256787,1770589379.7257104,1770589383.7468586,teller1@localhost,3.170967102050781e-05,4.021179914474487
customer9871@localhost,1770589380.0571918,1770589380.3114476,1770589382.4687138,teller4@localhost,0.2542557716369629,2.4115219116210938
customer9784@localhost,1770589381.2217193,1770589381.5950398,1770589386.0057092,teller3@localhost,0.3733205795288086,4.783989906311035
customer7046@localhost,1770589382.0039122,1770589382.4039629,1770589387.8324916,teller2@localhost,0.40005064010620117,5.828579425811768
customer1240@localhost,1770589385.002574,1770589385.0025923,1770589388.8715377,teller4@localhost,1.8358230590820312e-05,3.8689637184143066
customer1286@localhost,1770589388.7187586,1770589388.718777,1770589392.637728,teller3@localhost,1.8358230590820312e-05,3.9189693927764893
customer3092@localhost,1770589389.3430395,1770589389.3430603,1770589391.399734,teller4@localhost,2.0742416381835938e-05,2.056694507598877
customer3317@localhost,1770589390.2098606,1770589391.399791,1770589393.43095,teller4@localhost,1.1899304389953613,3.2210893630981445
customer2703@localhost,1770589390.7572248,1770589392.6378515,1770589397.8665013,teller3@localhost,1.8806266784667969,7.109276533126831
customer1507@localhost,1770589391.3014982,1770589393.4311788,1770589396.3003051,teller1@localhost,2.129680633544922,4.998806953430176
customer6764@localhost,1770589392.2387106,1770589393.4312282,1770589398.6158361,teller2@localhost,1.1925175189971924,6.37712550163269
customer8931@localhost,1770589392.7976298,1770589396.3003583,1770589399.593813,teller1@localhost,3.5027284622192383,6.796183109283447
customer8466@localhost,1770589393.7236757,1770589398.6159968,1770589404.0556767,teller2@localhost,4.8923211097717285,10.332000970840454
customer2393@localhost,1770589394.2908971,1770589399.5938642,1770589403.4124975,teller1@localhost,5.302967071533203,9.12160038948059
customer5683@localhost,1770589394.8368285,1770589400.735136,1770589402.7574427,teller3@localhost,5.89830756187439,7.920614242553711
customer9949@localhost,1770589396.7403615,1770589400.7351959,1770589404.5282505,teller4@localhost,3.9948344230651855,7.787889003753662
