customer_jid,arrival_ts,start_service_ts,end_ts,teller_jid,wait_time,system_time
customer9885@localhost,1770589805.975059,1770589816.8083909,1770589821.5626376,teller2@localhost,10.833331823348999,15.587578535079956
customer8709@localhost,1770589806.5300708,1770589819.3259466,1770589823.754526,teller1@localhost,12.795875787734985,17.22445511817932
customer7671@localhost,1770589807.7300012,1770589819.4301264,1770589824.1543856,teller4@localhost,11.700125217437744,16.424384355545044
customer6126@localhost,1770589809.2168274,1770589819.4713352,1770589823.9130795,teller3@localhost,10.254507780075073,14.69625210762024
customer5739@localhost,1770589809.774266,1770589821.5626934,1770589826.7518182,teller2@localhost,11.788427352905273,16.97755217552185
customer6887@localhost,1770589811.2174854,1770589823.9131382,1770589826.8506215,teller3@localhost,12.695652723312378,15.63313603401184
customer8515@localhost,1770589812.2435513,1770589824.1544342,1770589826.5726864,teller4@localhost,11.910882949829102,14.329135179519653
customer1772@localhost,1770589812.799571,1770589826.5728147,1770589829.8730278,teller4@localhost,13.77324366569519,17.07345676422119
customer5806@localhost,1770589813.737435,1770589826.8507247,1770589831.117857,teller3@localhost,13.113289594650269,17.38042187690735
customer6188@localhost,1770589815.226853,1770589829.873089,1770589832.2019665,teller2@localhost,14.646236181259155,16.9751136302948
customer6289@localhost,1770589815.8015192,1770589829.8732119,1770589832.0533314,teller1@localhost,14.071692705154419,16.25181221961975
customer2096@localhost,1770589816.3963501,1770589832.0533884,1770589834.656061,teller1@localhost,15.65703821182251,18.259710788726807
customer1760@localhost,1770589818.2225232,1770589832.2022884,1770589836.9390156,teller2@localhost,13.979765176773071,18.716492414474487
customer5438@localhost,1770589819.2305725,1770589834.6561213,1770589839.0548565,teller1@localhost,15.425548791885376,19.824284076690674
customer7552@localhost,1770589819.5829313,1770589836.9391391,1770589840.8925905,teller2@localhost,17.356207847595215,21.309659242630005
customer4658@localhost,1770589820.1455204,1770589838.9903722,1770589844.3372211,teller3@localhost,18.84485173225403,24.19170069694519
customer4219@localhost,1770589820.695009,1770589838.9904084,1770589842.1028593,teller4@localhost,18.29539942741394,21.40785026550293
customer9153@localhost,1770589821.2662966,1770589839.0549123,1770589844.3461785,teller1@localhost,17.788615703582764,23.0798819065094
customer3142@localhost,1770589822.9965172,1770589840.8926876,1770589845.5646646,teller2@localhost,17.896170377731323,22.56814742088318
customer2654@localhost,1770589824.226394,1770589842.1029153,1770589844.4905827,teller4@localhost,17.876521348953247,20.264188766479492
customer4520@localhost,1770589824.782376,1770589844.3373199,1770589847.360297,teller3@localhost,19.554943799972534,22.57792091369629
customer7595@localhost,1770589825.7252555,1770589844.3463092,1770589848.0966327,teller1@localhost,18.62105369567871,22.37137722969055
customer4996@localhost,1770589826.289182,1770589844.4906957,1770589847.906819,teller4@localhost,18.20151376724243,21.617637157440186
customer1963@localhost,1770589827.2214239,1770589845.5647633,1770589850.6522186,teller2@localhost,18.343339443206787,23.430794715881348
customer3972@localhost,1770589827.989815,1770589847.36035,1770589849.9467611,teller3@localhost,19.370534896850586,21.95694613456726
customer3270@localhost,1770589829.2187579,1770589847.9069405,1770589851.7333488,teller4@localhost,18.688182592391968,22.514590978622437
customer9290@localhost,1770589830.706864,1770589848.0968184,1770589851.3941748,teller1@localhost,17.389954328536987,20.687310695648193
customer8828@localhost,1770589831.0313637,1770589849.9468575,1770589853.2526026,teller3@localhost,18.915493726730347,22.22123885154724
customer7493@localhost,1770589831.719359,1770589850.652276,1770589853.987606,teller2@localhost,18.93291711807251,22.26824712753296
customer2678@localhost,1770589833.2025354,1770589851.3942547,1770589855.3594103,teller1@localhost,18.19171929359436,22.156874895095825
customer2770@localhost,1770589834.2080746,1770589851.7334764,1770589855.2933068,teller4@localhost,17.525401830673218,21.085232257843018
customer2630@localhost,1770589835.2049382,1770589853.2527087,1770589857.5533125,teller3@localhost,18.047770500183105,22.348374366760254
customer6611@localhost,1770589835.7755477,1770589881.151727,1770589884.5336888,teller3@localhost,45.376179218292236,48.758141040802
customer3750@localhost,1770589836.1127071,1770589855.2934165,1770589859.1253078,teller4@localhost,19.18070936203003,23.012600660324097
customer7348@localhost,1770589836.7230604,1770589855.35951,1770589859.9646692,teller1@localhost,18.636449575424194,23.24160885810852
customer3688@localhost,1770589838.9903455,1770589857.5534394,1770589862.8657732,teller3@localhost,18.563093900680542,23.875427722930908
customer4130@localhost,1770589839.7363548,1770589858.8396177,1770589861.9947715,teller2@localhost,19.103262901306152,22.258416652679443
customer5649@localhost,1770589840.724438,1770589859.1254137,1770589863.8619533,teller4@localhost,18.400975704193115,23.13751530647278
customer2689@localhost,1770589841.7197456,1770589859.9647624,1770589864.4274228,teller1@localhost,18.2450168132782,22.707677125930786
customer3125@localhost,1770589843.2153785,1770589861.9948952,1770589865.5181959,teller2@localhost,18.77951669692993,22.302817344665527
customer5659@localhost,1770589844.2209344,1770589862.865867,1770589866.6101143,teller3@localhost,18.644932508468628,22.389179944992065
customer2279@localhost,1770589844.772168,1770589863.8620918,1770589866.5974343,teller4@localhost,19.089923858642578,21.825266361236572
customer1138@localhost,1770589845.0966673,1770589864.4274821,1770589869.3984015,teller1@localhost,19.330814838409424,24.30173420906067
customer6097@localhost,1770589847.2139819,1770589865.5184877,1770589870.9835482,teller2@localhost,18.304505825042725,23.769566297531128
customer1389@localhost,1770589847.763219,1770589866.5974867,1770589870.8225152,teller4@localhost,18.834267616271973,23.059296131134033
customer1701@localhost,1770589848.499498,1770589866.6101832,1770589869.3438756,teller3@localhost,18.110685348510742,20.844377756118774
customer5078@localhost,1770589849.7201447,1770589869.343985,1770589872.4214764,teller3@localhost,19.62384033203125,22.701331615447998
customer9489@localhost,1770589850.2703876,1770589869.3985085,1770589871.9212205,teller1@localhost,19.12812089920044,21.650832891464233
customer1759@localhost,1770589851.2147655,1770589870.8226511,1770589873.2976735,teller4@localhost,19.607885599136353,22.082907915115356
customer7931@localhost,1770589852.7101588,1770589870.9836366,1770589875.5816143,teller2@localhost,18.273477792739868,22.871455430984497
customer3324@localhost,1770589853.7121234,1770589871.921272,1770589875.0802338,teller1@localhost,18.209148645401,21.368110418319702
customer1336@localhost,1770589854.2594535,1770589872.4215906,1770589877.593871,teller3@localhost,18.162137031555176,23.334417581558228
customer6783@localhost,1770589855.7220588,1770589873.2977695,1770589876.9024057,teller4@localhost,17.575710773468018,21.180346965789795
customer4709@localhost,1770589856.0637755,1770589875.0803306,1770589879.783929,teller1@localhost,19.016555070877075,23.72015357017517
customer3977@localhost,1770589856.7655745,1770589875.5816677,1770589878.8913922,teller2@localhost,18.81609320640564,22.12581777572632
customer3633@localhost,1770589857.461452,1770589876.902458,1770589879.8414454,teller4@localhost,19.44100594520569,22.379993438720703
customer9750@localhost,1770589858.2237577,1770589877.593994,1770589881.1516023,teller3@localhost,19.37023615837097,22.927844524383545
customer3055@localhost,1770589859.2239823,1770589878.8914452,1770589881.704312,teller2@localhost,19.667462825775146,22.480329751968384
customer6387@localhost,1770589859.917054,1770589879.7840095,1770589882.0050325,teller1@localhost,19.866955518722534,22.08797860145569
customer6668@localhost,1770589860.7329493,1770589879.8414958,1770589882.6308353,teller4@localhost,19.108546495437622,21.897886037826538
customer8640@localhost,1770589862.241684,1770589881.7044535,1770589884.660268,teller2@localhost,19.462769508361816,22.41858410835266
customer2183@localhost,1770589862.8081987,1770589882.0050914,1770589887.3160439,teller1@localhost,19.196892738342285,24.507845163345337
customer7499@localhost,1770589865.7165096,1770589882.6310172,1770589885.7593,teller4@localhost,16.914507627487183,20.042790412902832
customer5093@localhost,1770589866.500984,1770589884.5337462,1770589889.921382,teller3@localhost,18.03276228904724,23.420397996902466
customer3742@localhost,1770589867.006867,1770589884.6604,1770589887.1475224,teller2@localhost,17.65353298187256,20.140655517578125
customer9057@localhost,1770589867.7066245,1770589885.759598,1770589890.0157158,teller4@localhost,18.05297350883484,22.309091329574585
customer3078@localhost,1770589868.7316206,1770589887.1475718,1770589889.4799273,teller2@localhost,18.415951251983643,20.74830675125122
customer3358@localhost,1770589870.2333386,1770589887.3161843,,teller1@localhost,17.08284568786621,
customer5307@localhost,1770589872.3099446,1770589889.480007,,teller2@localhost,17.17006230354309,
customer6944@localhost,1770589872.8716133,1770589889.9216855,,teller3@localhost,17.050072193145752,
customer3992@localhost,1770589873.7504,1770589890.0159955,,teller4@localhost,16.26559543609619,
customer1466@localhost,1770589874.4651108,,,,,
customer5071@localhost,1770589875.1828887,,,,,
customer7523@localhost,1770589875.6603136,,,,,
customer9230@localhost,1770589876.339576,,,,,
customer4288@localhost,1770589877.2052379,,,,,
customer7777@localhost,1770589878.22804,,,,,
customer7282@localhost,1770589879.3231478,,,,,
customer2892@localhost,1770589880.0434856,,,,,
